Riding ID,Riding Name,Province ID,Province,Candidate,Party ID,Party,Votes
11001,Cardigan,PEI,Prince Edward Island,Lawrence MacAulay,LPC,Liberal,10939
11001,Cardigan,PEI,Prince Edward Island,Wayne Phelan,CPC,Conservative,6439
11001,Cardigan,PEI,Prince Edward Island,Glen Beaton,GRE,Green,3068
11001,Cardigan,PEI,Prince Edward Island,Lynne Thiele,NDP,New Democratic Party,1481
11001,Cardigan,PEI,Prince Edward Island,Christene Squires,CHP,Christian Heritage Party,240
11002,Charlottetown,PEI,Prince Edward Island,Sean Casey,LPC,Liberal,8812
11002,Charlottetown,PEI,Prince Edward Island,Darcie Lanthier,GRE,Green,4648
11002,Charlottetown,PEI,Prince Edward Island,Robert A. Campbell,CPC,Conservative,4040
11002,Charlottetown,PEI,Prince Edward Island,Joe Byrne,NDP,New Democratic Party,2238
11002,Charlottetown,PEI,Prince Edward Island,Fred MacLeod,CHP,Christian Heritage Party,172
11003,Egmont,PEI,Prince Edward Island,Bobby Morrissey,LPC,Liberal,8016
11003,Egmont,PEI,Prince Edward Island,Logan McLellan,CPC,Conservative,6934
11003,Egmont,PEI,Prince Edward Island,Alex Clark,GRE,Green,3998
11003,Egmont,PEI,Prince Edward Island,Sharon Dunn,NDP,New Democratic Party,1230
11004,Malpeque,PEI,Prince Edward Island,Wayne Easter,LPC,Liberal,9533
11004,Malpeque,PEI,Prince Edward Island,Anna Keenan,GRE,Green,6103
11004,Malpeque,PEI,Prince Edward Island,Stephen Stewart,CPC,Conservative,5908
11004,Malpeque,PEI,Prince Edward Island,Craig Nash,NDP,New Democratic Party,1495
12001,Cape Breton--Canso,NS,Nova Scotia,Mike Kelloway,LPC,Liberal,16694
12001,Cape Breton--Canso,NS,Nova Scotia,Alfie MacLeod,CPC,Conservative,14821
12001,Cape Breton--Canso,NS,Nova Scotia,Laurie Suitor,NDP,New Democratic Party,6354
12001,Cape Breton--Canso,NS,Nova Scotia,Clive Doucet,GRE,Green,3321
12001,Cape Breton--Canso,NS,Nova Scotia,Billy Joyce,PPC,People's Party,925
12001,Cape Breton--Canso,NS,Nova Scotia,Michelle Dockrill,IND,Independent,685
12001,Cape Breton--Canso,NS,Nova Scotia,Darlene Lynn LeBlanc,NCA,National Citizens Alliance,140
12002,Central Nova,NS,Nova Scotia,Sean Fraser,LPC,Liberal,20718
12002,Central Nova,NS,Nova Scotia,George Canyon,CPC,Conservative,13201
12002,Central Nova,NS,Nova Scotia,Betsy MacDonald,NDP,New Democratic Party,5806
12002,Central Nova,NS,Nova Scotia,Barry Randle,GRE,Green,3478
12002,Central Nova,NS,Nova Scotia,Al Muir,PPC,People's Party,938
12002,Central Nova,NS,Nova Scotia,Chris Frazer,COM,Communist,180
12002,Central Nova,NS,Nova Scotia,Michael Slowik,IND,Independent,149
12003,Cumberland--Colchester,NS,Nova Scotia,Lenore Zann,LPC,Liberal,16672
12003,Cumberland--Colchester,NS,Nova Scotia,Scott Armstrong,CPC,Conservative,16219
12003,Cumberland--Colchester,NS,Nova Scotia,Jason Blanch,GRE,Green,6015
12003,Cumberland--Colchester,NS,Nova Scotia,Larry Duchesne,NDP,New Democratic Party,5451
12003,Cumberland--Colchester,NS,Nova Scotia,William Archer,PPC,People's Party,608
12003,Cumberland--Colchester,NS,Nova Scotia,Matthew V. Rushton,IND,Independent,232
12003,Cumberland--Colchester,NS,Nova Scotia,Jody O'Blenis,VCP,Veterans Coalition Party,144
12003,Cumberland--Colchester,NS,Nova Scotia,Stephen J Garvey,NCA,National Citizens Alliance,109
12004,Dartmouth--Cole Harbour,NS,Nova Scotia,Darren Fisher,LPC,Liberal,24259
12004,Dartmouth--Cole Harbour,NS,Nova Scotia,Emma Norton,NDP,New Democratic Party,14435
12004,Dartmouth--Cole Harbour,NS,Nova Scotia,Jason Cole,CPC,Conservative,8638
12004,Dartmouth--Cole Harbour,NS,Nova Scotia,Lil MacPherson,GRE,Green,5280
12004,Dartmouth--Cole Harbour,NS,Nova Scotia,Michelle Lindsay,PPC,People's Party,887
12005,Halifax,NS,Nova Scotia,Andy Fillmore,LPC,Liberal,23681
12005,Halifax,NS,Nova Scotia,Christine Saulnier,NDP,New Democratic Party,16747
12005,Halifax,NS,Nova Scotia,Jo-Ann Roberts,GRE,Green,8013
12005,Halifax,NS,Nova Scotia,Bruce Holland,CPC,Conservative,6456
12005,Halifax,NS,Nova Scotia,Duncan McGenn,PPC,People's Party,633
12005,Halifax,NS,Nova Scotia,Bill Wilson,APP,Animal Protection Party,222
12006,Halifax West,NS,Nova Scotia,Geoff Regan,LPC,Liberal,26885
12006,Halifax West,NS,Nova Scotia,Fred Shuman,CPC,Conservative,10488
12006,Halifax West,NS,Nova Scotia,Jacob Wilson,NDP,New Democratic Party,10429
12006,Halifax West,NS,Nova Scotia,Richard Zurawski,GRE,Green,6555
12007,Kings--Hants,NS,Nova Scotia,Kody Blois,LPC,Liberal,20806
12007,Kings--Hants,NS,Nova Scotia,Martha MacQuarrie,CPC,Conservative,11905
12007,Kings--Hants,NS,Nova Scotia,Stephen Schneider,NDP,New Democratic Party,8254
12007,Kings--Hants,NS,Nova Scotia,Brogan Anderson,GRE,Green,6029
12007,Kings--Hants,NS,Nova Scotia,Matthew Southall,PPC,People's Party,786
12007,Kings--Hants,NS,Nova Scotia,Nicholas Tan,RHI,Rhinceros Party,138
12007,Kings--Hants,NS,Nova Scotia,Stacey Dodge,VCP,Veterans Coalition Party,118
12008,Sackville--Preston--Chezzetcook,NS,Nova Scotia,Darrell Samson,LPC,Liberal,19925
12008,Sackville--Preston--Chezzetcook,NS,Nova Scotia,Matt Stickland,NDP,New Democratic Party,11860
12008,Sackville--Preston--Chezzetcook,NS,Nova Scotia,Kevin Copley,CPC,Conservative,11211
12008,Sackville--Preston--Chezzetcook,NS,Nova Scotia,Anthony Edmonds,GRE,Green,5725
12008,Sackville--Preston--Chezzetcook,NS,Nova Scotia,Sybil Hogg,PPC,People's Party,816
12009,South Shore--St. Margarets,NS,Nova Scotia,Bernadette Jordan,LPC,Liberal,21886
12009,South Shore--St. Margarets,NS,Nova Scotia,Rick Perkins,CPC,Conservative,14744
12009,South Shore--St. Margarets,NS,Nova Scotia,Jessika Hepburn,NDP,New Democratic Party,8361
12009,South Shore--St. Margarets,NS,Nova Scotia,Thomas Trappenberg,GRE,Green,6070
12009,South Shore--St. Margarets,NS,Nova Scotia,Robert Monk,PPC,People's Party,667
12009,South Shore--St. Margarets,NS,Nova Scotia,Steven Foster,IND,Independent,376
12009,South Shore--St. Margarets,NS,Nova Scotia,Shawn McMahon,IND,Independent,165
12009,South Shore--St. Margarets,NS,Nova Scotia,Jason Matthews,VCP,Veterans Coalition Party,125
12009,South Shore--St. Margarets,NS,Nova Scotia,Kevin Schulthies,CHP,Christian Heritage Party,124
12010,Sydney--Victoria,NS,Nova Scotia,Jaime Battiste,LPC,Liberal,12536
12010,Sydney--Victoria,NS,Nova Scotia,Eddie Orrell,CPC,Conservative,11227
12010,Sydney--Victoria,NS,Nova Scotia,Jodi McDavid,NDP,New Democratic Party,8146
12010,Sydney--Victoria,NS,Nova Scotia,Archie MacKinnon,IND,Independent,5679
12010,Sydney--Victoria,NS,Nova Scotia,Lois Foster,GRE,Green,2249
12010,Sydney--Victoria,NS,Nova Scotia,Kenzie MacNeil,IND,Independent,480
12010,Sydney--Victoria,NS,Nova Scotia,Randy Joy,VCP,Veterans Coalition Party,248
12011,West Nova,NS,Nova Scotia,Chris d'Entremont,CPC,Conservative,18390
12011,West Nova,NS,Nova Scotia,Jason Deveau,LPC,Liberal,17025
12011,West Nova,NS,Nova Scotia,Judy N Green,GRE,Green,5939
12011,West Nova,NS,Nova Scotia,Matthew Dubois,NDP,New Democratic Party,5010
12011,West Nova,NS,Nova Scotia,Gloria Jane Cook,VCP,Veterans Coalition Party,434
13001,Acadie--Bathurst,NB,New Brunswick,Serge Cormier,LPC,Liberal,26547
13001,Acadie--Bathurst,NB,New Brunswick,Martine Savoie,CPC,Conservative,10352
13001,Acadie--Bathurst,NB,New Brunswick,Daniel Thériault,NDP,New Democratic Party,6967
13001,Acadie--Bathurst,NB,New Brunswick,Robert Kryszko,GRE,Green,4277
13002,Beauséjour,NB,New Brunswick,Dominic LeBlanc,LPC,Liberal,24948
13002,Beauséjour,NB,New Brunswick,Laura Reinsborough,GRE,Green,14305
13002,Beauséjour,NB,New Brunswick,Vincent Cormier,CPC,Conservative,9438
13002,Beauséjour,NB,New Brunswick,Jean-Marc Bélanger,NDP,New Democratic Party,3940
13002,Beauséjour,NB,New Brunswick,Nancy Mercier,PPC,People's Party,1054
13003,Fredericton,NB,New Brunswick,Jenica Atwin,GRE,Green,16640
13003,Fredericton,NB,New Brunswick,Andrea Johnson,CPC,Conservative,15011
13003,Fredericton,NB,New Brunswick,Matt DeCourcey,LPC,Liberal,13544
13003,Fredericton,NB,New Brunswick,Mackenzie Thomason,NDP,New Democratic Party,2946
13003,Fredericton,NB,New Brunswick,Jason Paull,PPC,People's Party,776
13003,Fredericton,NB,New Brunswick,Lesley Thomas,APP,Animal Protection Party,286
13003,Fredericton,NB,New Brunswick,Brandon Kirby,LIB,Libertarian,126
13003,Fredericton,NB,New Brunswick,Jacob Patterson,COM,Communist,80
13004,Fundy Royal,NB,New Brunswick,Rob Moore,CPC,Conservative,22389
13004,Fundy Royal,NB,New Brunswick,Alaina Lockhart,LPC,Liberal,12433
13004,Fundy Royal,NB,New Brunswick,Tim Thompson,GRE,Green,7275
13004,Fundy Royal,NB,New Brunswick,James Tolan,NDP,New Democratic Party,4804
13004,Fundy Royal,NB,New Brunswick,Rudy Neumayer,PPC,People's Party,1249
13004,Fundy Royal,NB,New Brunswick,David Raymond Amos,IND,Independent,295
13004,Fundy Royal,NB,New Brunswick,John Evans,NCA,National Citizens Alliance,201
13005,Madawaska--Restigouche,NB,New Brunswick,René Arseneault,LPC,Liberal,17331
13005,Madawaska--Restigouche,NB,New Brunswick,Nelson Fox,CPC,Conservative,9801
13005,Madawaska--Restigouche,NB,New Brunswick,Louis Bérubé,GRE,Green,5125
13005,Madawaska--Restigouche,NB,New Brunswick,Chad Betteridge,NDP,New Democratic Party,2212
13006,Miramichi--Grand Lake,NB,New Brunswick,Pat Finnigan,LPC,Liberal,12722
13006,Miramichi--Grand Lake,NB,New Brunswick,Peggy McLean,CPC,Conservative,12352
13006,Miramichi--Grand Lake,NB,New Brunswick,Patty Deitch,GRE,Green,3914
13006,Miramichi--Grand Lake,NB,New Brunswick,Eileen Clancy Teslenko,NDP,New Democratic Party,2875
13006,Miramichi--Grand Lake,NB,New Brunswick,Ron Nowlan,PPC,People's Party,1179
13006,Miramichi--Grand Lake,NB,New Brunswick,Allison MacKenzie,IND,Independent,1160
13006,Miramichi--Grand Lake,NB,New Brunswick,Mathew Grant Lawson,IND,Independent,396
13007,Moncton--Riverview--Dieppe,NB,New Brunswick,Ginette Petitpas Taylor,LPC,Liberal,22261
13007,Moncton--Riverview--Dieppe,NB,New Brunswick,Sylvie Godin-Charest,CPC,Conservative,12200
13007,Moncton--Riverview--Dieppe,NB,New Brunswick,Claire Kelly,GRE,Green,9287
13007,Moncton--Riverview--Dieppe,NB,New Brunswick,Luke MacLaren,NDP,New Democratic Party,6164
13007,Moncton--Riverview--Dieppe,NB,New Brunswick,Stephen Driver,PPC,People's Party,1258
13007,Moncton--Riverview--Dieppe,NB,New Brunswick,Brad MacDonald,APP,Animal Protection Party,373
13007,Moncton--Riverview--Dieppe,NB,New Brunswick,Rhys Williams,CHP,Christian Heritage Party,285
13008,New Brunswick Southwest,NB,New Brunswick,John Williamson,CPC,Conservative,19451
13008,New Brunswick Southwest,NB,New Brunswick,Karen Ludwig,LPC,Liberal,10110
13008,New Brunswick Southwest,NB,New Brunswick,Susan Jonah,GRE,Green,5352
13008,New Brunswick Southwest,NB,New Brunswick,Douglas Mullin,NDP,New Democratic Party,3251
13008,New Brunswick Southwest,NB,New Brunswick,Meryl Sarty,PPC,People's Party,1214
13008,New Brunswick Southwest,NB,New Brunswick,Abe Scott,VCP,Veterans Coalition Party,200
13009,Saint John--Rothesay,NB,New Brunswick,Wayne Long,LPC,Liberal,15443
13009,Saint John--Rothesay,NB,New Brunswick,Rodney Weston,CPC,Conservative,14006
13009,Saint John--Rothesay,NB,New Brunswick,Armand Cormier,NDP,New Democratic Party,5046
13009,Saint John--Rothesay,NB,New Brunswick,Ann McAllister,GRE,Green,4165
13009,Saint John--Rothesay,NB,New Brunswick,Adam J. C. Salesse,PPC,People's Party,1260
13009,Saint John--Rothesay,NB,New Brunswick,Stuart Jamieson,IND,Independent,1183
13009,Saint John--Rothesay,NB,New Brunswick,Neville Barnett,IND,Independent,150
13010,Tobique--Mactaquac,NB,New Brunswick,Richard Bragdon,CPC,Conservative,19229
13010,Tobique--Mactaquac,NB,New Brunswick,Kelsey MacDonald,LPC,Liberal,9631
13010,Tobique--Mactaquac,NB,New Brunswick,Rowan P. Miller,GRE,Green,5398
13010,Tobique--Mactaquac,NB,New Brunswick,Megan Aiken,NDP,New Democratic Party,3007
13010,Tobique--Mactaquac,NB,New Brunswick,Dominic Guay,PPC,People's Party,936
24001,Abitibi--Baie-James--Nunavik--Eeyou,QC,Quebec,Sylvie Bérubé,BQ,Bloc Quebecois,11432
24001,Abitibi--Baie-James--Nunavik--Eeyou,QC,Quebec,Isabelle Bergeron,LPC,Liberal,8963
24001,Abitibi--Baie-James--Nunavik--Eeyou,QC,Quebec,Martin Ferron,CPC,Conservative,5240
24001,Abitibi--Baie-James--Nunavik--Eeyou,QC,Quebec,Jacline Rouleau,NDP,New Democratic Party,4104
24001,Abitibi--Baie-James--Nunavik--Eeyou,QC,Quebec,Kiara Cabana-Whiteley,GRE,Green,1151
24001,Abitibi--Baie-James--Nunavik--Eeyou,QC,Quebec,Daniel Simon,RM,Radical Marijuana,387
24001,Abitibi--Baie-James--Nunavik--Eeyou,QC,Quebec,Guillaume Lanouette,PPC,People's Party,379
24002,Abitibi--Témiscamingue,QC,Quebec,Sébastien Lemire,BQ,Bloc Quebecois,22803
24002,Abitibi--Témiscamingue,QC,Quebec,Claude Thibault,LPC,Liberal,12417
24002,Abitibi--Témiscamingue,QC,Quebec,Mario Provencher,CPC,Conservative,7537
24002,Abitibi--Témiscamingue,QC,Quebec,Alain Guimond,NDP,New Democratic Party,5093
24002,Abitibi--Témiscamingue,QC,Quebec,Aline Bégin,GRE,Green,1818
24002,Abitibi--Témiscamingue,QC,Quebec,Jacques Girard,PPC,People's Party,487
24003,Ahuntsic-Cartierville,QC,Quebec,Mélanie Joly,LPC,Liberal,28904
24003,Ahuntsic-Cartierville,QC,Quebec,André Parizeau,BQ,Bloc Quebecois,11974
24003,Ahuntsic-Cartierville,QC,Quebec,Zahia El-Masri,NDP,New Democratic Party,6284
24003,Ahuntsic-Cartierville,QC,Quebec,Kathy Laframboise,CPC,Conservative,4013
24003,Ahuntsic-Cartierville,QC,Quebec,Jean-Michel Lavarenne,GRE,Green,3352
24003,Ahuntsic-Cartierville,QC,Quebec,Raymond Ayas,PPC,People's Party,584
24004,Alfred-Pellan,QC,Quebec,Angelo Iacono,LPC,Liberal,26015
24004,Alfred-Pellan,QC,Quebec,Michel Lachance,BQ,Bloc Quebecois,15549
24004,Alfred-Pellan,QC,Quebec,Angelo Esposito,CPC,Conservative,5917
24004,Alfred-Pellan,QC,Quebec,Andriana Kocini,NDP,New Democratic Party,4109
24004,Alfred-Pellan,QC,Quebec,Marguerite Howells,GRE,Green,1958
24004,Alfred-Pellan,QC,Quebec,Matthieu Couture,PPC,People's Party,471
24004,Alfred-Pellan,QC,Quebec,Julius Buté,PIQ,Pour l'Indépendance du Québec,177
24004,Alfred-Pellan,QC,Quebec,Dwayne Cappelletti,IND,Independent,113
24005,Argenteuil--La Petite-Nation,QC,Quebec,Stéphane Lauzon,LPC,Liberal,18896
24005,Argenteuil--La Petite-Nation,QC,Quebec,Yves Destroismaisons,BQ,Bloc Quebecois,18167
24005,Argenteuil--La Petite-Nation,QC,Quebec,Marie Louis-Seize,CPC,Conservative,6044
24005,Argenteuil--La Petite-Nation,QC,Quebec,Charlotte Boucher Smoley,NDP,New Democratic Party,3758
24005,Argenteuil--La Petite-Nation,QC,Quebec,Marjorie Valiquette,GRE,Green,2411
24005,Argenteuil--La Petite-Nation,QC,Quebec,Sherwin Edwards,PPC,People's Party,721
24006,Avignon--La Mitis--Matane--Matapédia,QC,Quebec,Kristina Michaud,BQ,Bloc Quebecois,18500
24006,Avignon--La Mitis--Matane--Matapédia,QC,Quebec,Rémi Massé,LPC,Liberal,12188
24006,Avignon--La Mitis--Matane--Matapédia,QC,Quebec,Natasha Tremblay,CPC,Conservative,2756
24006,Avignon--La Mitis--Matane--Matapédia,QC,Quebec,Rémi-Jocelyn Côté,NDP,New Democratic Party,1435
24006,Avignon--La Mitis--Matane--Matapédia,QC,Quebec,James Morrison,GRE,Green,699
24006,Avignon--La Mitis--Matane--Matapédia,QC,Quebec,Éric Barnabé,PPC,People's Party,210
24006,Avignon--La Mitis--Matane--Matapédia,QC,Quebec,Mathieu Castonguay,RHI,Rhinceros Party,180
24007,Beauce,QC,Quebec,Richard Lehoux,CPC,Conservative,22860
24007,Beauce,QC,Quebec,Maxime Bernier,PPC,People's Party,16796
24007,Beauce,QC,Quebec,Guillaume Rodrigue,BQ,Bloc Quebecois,8410
24007,Beauce,QC,Quebec,Adam Veilleux,LPC,Liberal,6971
24007,Beauce,QC,Quebec,François Jacques-Côté,NDP,New Democratic Party,1847
24007,Beauce,QC,Quebec,Josiane Fortin,GRE,Green,1461
24007,Beauce,QC,Quebec,Maxime Bernier,RHI,Rhinceros Party,1084
24008,Beauport--Limoilou,QC,Quebec,Julie Vignola,BQ,Bloc Quebecois,15149
24008,Beauport--Limoilou,QC,Quebec,Alupa Clarke,CPC,Conservative,13185
24008,Beauport--Limoilou,QC,Quebec,Antoine Bujold,LPC,Liberal,13020
24008,Beauport--Limoilou,QC,Quebec,Simon-Pierre Beaudet,NDP,New Democratic Party,5599
24008,Beauport--Limoilou,QC,Quebec,Dalila Elhak,GRE,Green,2127
24008,Beauport--Limoilou,QC,Quebec,Alicia Bédard,PPC,People's Party,1033
24008,Beauport--Limoilou,QC,Quebec,Claude Moreau,ML,Marxist-Leninist,78
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,QC,Quebec,Caroline Desbiens,BQ,Bloc Quebecois,18407
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,QC,Quebec,Sylvie Boucher,CPC,Conservative,15044
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,QC,Quebec,Manon Fortin,LPC,Liberal,10608
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,QC,Quebec,Gérard Briand,NDP,New Democratic Party,2841
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,QC,Quebec,Richard Guertin,GRE,Green,1355
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,QC,Quebec,Raymond Bernier,IND,Independent,1335
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,QC,Quebec,Jean-Claude Parent,PPC,People's Party,1045
24009,Bécancour--Nicolet--Saurel,QC,Quebec,Louis Plamondon,BQ,Bloc Quebecois,29653
24009,Bécancour--Nicolet--Saurel,QC,Quebec,Nathalie Rochefort,LPC,Liberal,9332
24009,Bécancour--Nicolet--Saurel,QC,Quebec,Pierre-André Émond,CPC,Conservative,8434
24009,Bécancour--Nicolet--Saurel,QC,Quebec,Carole Lennard,NDP,New Democratic Party,2732
24009,Bécancour--Nicolet--Saurel,QC,Quebec,David Turcotte,GRE,Green,1697
24009,Bécancour--Nicolet--Saurel,QC,Quebec,Richard Synnott,PPC,People's Party,489
24010,Bellechasse--Les Etchemins--Lévis,QC,Quebec,Steven Blaney,CPC,Conservative,32283
24010,Bellechasse--Les Etchemins--Lévis,QC,Quebec,Sébastien Bouchard-Théberge,BQ,Bloc Quebecois,14754
24010,Bellechasse--Les Etchemins--Lévis,QC,Quebec,Laurence Harvey,LPC,Liberal,10734
24010,Bellechasse--Les Etchemins--Lévis,QC,Quebec,Khuon Chamroeun,NDP,New Democratic Party,3256
24010,Bellechasse--Les Etchemins--Lévis,QC,Quebec,André Voyer,GRE,Green,1925
24010,Bellechasse--Les Etchemins--Lévis,QC,Quebec,Marc Johnston,PPC,People's Party,1307
24010,Bellechasse--Les Etchemins--Lévis,QC,Quebec,Yves Gilbert,CHP,Christian Heritage Party,188
24011,Beloeil--Chambly,QC,Quebec,Yves-François Blanchet,BQ,Bloc Quebecois,35068
24011,Beloeil--Chambly,QC,Quebec,Marie-Chantal Hamel,LPC,Liberal,16059
24011,Beloeil--Chambly,QC,Quebec,Matthew Dubé,NDP,New Democratic Party,10086
24011,Beloeil--Chambly,QC,Quebec,Véronique Laprise,CPC,Conservative,4305
24011,Beloeil--Chambly,QC,Quebec,Pierre Carrier,GRE,Green,3255
24011,Beloeil--Chambly,QC,Quebec,Chloé Bernard,PPC,People's Party,512
24011,Beloeil--Chambly,QC,Quebec,Michel Blondin,PIQ,Pour l'Indépendance du Québec,205
24012,Berthier--Maskinongé,QC,Quebec,Yves Perron,BQ,Bloc Quebecois,21200
24012,Berthier--Maskinongé,QC,Quebec,Ruth Ellen Brosseau,NDP,New Democratic Party,19698
24012,Berthier--Maskinongé,QC,Quebec,Christine Poirier,LPC,Liberal,7796
24012,Berthier--Maskinongé,QC,Quebec,Josée Bélanger,CPC,Conservative,5812
24012,Berthier--Maskinongé,QC,Quebec,Éric Laferrière,GRE,Green,1008
24012,Berthier--Maskinongé,QC,Quebec,Luc Massé,PPC,People's Party,428
24012,Berthier--Maskinongé,QC,Quebec,Alain Bélanger,IND,Independent,154
24012,Berthier--Maskinongé,QC,Quebec,Martin Acetaria Caesar Jubinville,RHI,Rhinceros Party,151
24012,Berthier--Maskinongé,QC,Quebec,Danny Légaré,RM,Radical Marijuana,107
24015,Bourassa,QC,Quebec,Emmanuel Dubourg,LPC,Liberal,23231
24015,Bourassa,QC,Quebec,Anne-Marie Lavoie,BQ,Bloc Quebecois,9043
24015,Bourassa,QC,Quebec,Konrad Lamour,NDP,New Democratic Party,3204
24015,Bourassa,QC,Quebec,Catherine Lefebvre,CPC,Conservative,2899
24015,Bourassa,QC,Quebec,Payton Ashe,GRE,Green,1343
24015,Bourassa,QC,Quebec,Louis Léger,PPC,People's Party,347
24015,Bourassa,QC,Quebec,Joseph Di Iorio,IND,Independent,212
24015,Bourassa,QC,Quebec,Françoise Roy,ML,Marxist-Leninist,72
24016,Brome--Missisquoi,QC,Quebec,Lyne Bessette,LPC,Liberal,23450
24016,Brome--Missisquoi,QC,Quebec,Monique Allard,BQ,Bloc Quebecois,21152
24016,Brome--Missisquoi,QC,Quebec,Bruno Côté,CPC,Conservative,7697
24016,Brome--Missisquoi,QC,Quebec,Sylvie Jetté,NDP,New Democratic Party,4887
24016,Brome--Missisquoi,QC,Quebec,Normand Dallaire,GRE,Green,3302
24016,Brome--Missisquoi,QC,Quebec,François Poulin,PPC,People's Party,456
24016,Brome--Missisquoi,QC,Quebec,Steeve Cloutier,RHI,Rhinceros Party,310
24016,Brome--Missisquoi,QC,Quebec,Lawrence Cotton,VCP,Veterans Coalition Party,187
24017,Brossard--Saint-Lambert,QC,Quebec,Alexandra Mendès,LPC,Liberal,30537
24017,Brossard--Saint-Lambert,QC,Quebec,Marie-Claude Diotte,BQ,Bloc Quebecois,11131
24017,Brossard--Saint-Lambert,QC,Quebec,Glenn Hoa,CPC,Conservative,6112
24017,Brossard--Saint-Lambert,QC,Quebec,Marc Audet,NDP,New Democratic Party,5410
24017,Brossard--Saint-Lambert,QC,Quebec,Grégory De Luca,GRE,Green,2935
24017,Brossard--Saint-Lambert,QC,Quebec,Sam Nassif,PPC,People's Party,527
24019,Charlesbourg--Haute-Saint-Charles,QC,Quebec,Pierre Paul-Hus,CPC,Conservative,22484
24019,Charlesbourg--Haute-Saint-Charles,QC,Quebec,Alain D'Eer,BQ,Bloc Quebecois,16053
24019,Charlesbourg--Haute-Saint-Charles,QC,Quebec,René-Paul Coly,LPC,Liberal,12584
24019,Charlesbourg--Haute-Saint-Charles,QC,Quebec,Guillaume Bourdeau,NDP,New Democratic Party,4554
24019,Charlesbourg--Haute-Saint-Charles,QC,Quebec,Samuel Moisan-Domm,GRE,Green,2042
24019,Charlesbourg--Haute-Saint-Charles,QC,Quebec,Joey Pronovost,PPC,People's Party,1379
24021,Châteauguay--Lacolle,QC,Quebec,Brenda Shanahan,LPC,Liberal,20118
